tag,pattern,response
food_safety_general,Yogurt boleh dimakan penderita diabetes,"Yogurt plain tanpa gula tambahan sangat baik untuk diabetes — mengandung protein, probiotik, dan indeks glikemik rendah. Hindari yogurt rasa buah yang tinggi gula."
food_safety_general,Boleh tidak diabetes makan gorengan,Gorengan tinggi lemak jenuh dan kalori — tidak dianjurkan untuk diabetes. Konsumsi sesekali dalam porsi sangat kecil dan imbangi dengan aktivitas fisik.
food_safety_general,Roti gandum lebih baik dari roti putih untuk diabetes,"Ya, roti gandum utuh (whole wheat) memiliki IG lebih rendah, lebih banyak serat, dan lebih mengenyangkan dibanding roti putih biasa."
food_safety_general,Tempe dan tahu bagus untuk diabetes tidak,"Sangat bagus! Tempe dan tahu adalah sumber protein nabati dengan IG rendah, tinggi protein, dan mengandung isoflavon yang baik untuk metabolisme gula."
food_safety_general,Madu lebih baik dari gula untuk diabetes,Tidak selalu. Madu mengandung fruktosa dan glukosa yang tetap menaikkan gula darah. Indeks glikemiknya lebih rendah dari gula pasir tapi tetap harus dibatasi.
food_safety_general,Minuman berenergi berbahaya untuk diabetes tidak,"Sangat tidak dianjurkan. Minuman berenergi tinggi gula, kafein, dan pengawet — bisa menyebabkan lonjakan gula darah yang berbahaya bagi penderita diabetes."
food_safety_general,Apakah biskuit gandum aman untuk diabetes,Tergantung kandungannya. Banyak biskuit 'gandum' tetap mengandung gula dan lemak jenuh tinggi. Selalu scan dengan DiaBites untuk evaluasi yang akurat.
food_safety_general,Sereal sarapan apakah aman untuk penderita diabetes,Sereal kemasan sering mengandung gula tambahan tinggi. Pilih oat plain atau granola rendah gula dan tinggi serat. Scan dengan DiaBites untuk cek kandungannya.
food_safety_general,Apakah es krim bisa dikonsumsi penderita diabetes,"Es krim tinggi gula dan lemak jenuh — tidak dianjurkan. Jika ingin sesekali, pilih porsi sangat kecil dan es krim rendah gula khusus diabetes."
food_safety_general,Minuman isotonik boleh diminum penderita diabetes,"Minuman isotonik umumnya mengandung gula dan elektrolit. Untuk penderita diabetes, batasi atau hindari kecuali dalam kondisi olahraga intens dan hipoglikemia."
food_safety_general,Apakah makanan pedas mempengaruhi gula darah,Makanan pedas umumnya tidak langsung menaikkan gula darah. Cabai bahkan mengandung capsaicin yang bisa membantu metabolisme. Yang perlu diperhatikan adalah bahan lainnya.
food_safety_general,Apakah nasi merah benar-benar lebih sehat dari nasi putih,"Ya, beras merah mengandung serat 3x lebih banyak, vitamin B lebih tinggi, dan IG lebih rendah dibanding beras putih — lebih baik untuk kontrol gula darah."
food_safety_general,Apakah kurma boleh dimakan penderita diabetes,Kurma memiliki IG sedang-tinggi dan manis. Boleh dikonsumsi dalam jumlah sangat terbatas (1–2 butir) sebagai camilan sesekali.
food_safety_general,Apakah protein nabati lebih baik dari protein hewani untuk diabetes,"Protein nabati (tempe, tahu, kacang-kacangan) umumnya disertai serat dan lemak baik sehingga lebih menguntungkan untuk diabetes dibanding protein hewani berlemak tinggi."
food_safety_general,Apakah air kelapa baik untuk penderita diabetes,Air kelapa mengandung gula alami sekitar 6g per 250ml. Boleh dikonsumsi dalam porsi terbatas tapi bukan minuman bebas untuk diabetes.
food_safety_general,Apakah daging merah boleh dikonsumsi penderita diabetes,"Daging merah berlemak sebaiknya dibatasi karena tinggi lemak jenuh. Pilih daging tanpa lemak dalam porsi kecil, atau ganti dengan ikan dan protein nabati."
food_safety_general,Apakah kopi hitam tanpa gula aman untuk diabetes,"Ya, kopi hitam murni tanpa gula umumnya aman dan bahkan beberapa penelitian menunjukkan manfaat potensial untuk sensitivitas insulin."
food_safety_general,Apakah teh hijau baik untuk penderita diabetes,Teh hijau tanpa gula mengandung antioksidan (EGCG) yang bermanfaat untuk metabolisme gula. Minum 2–3 cangkir per hari tanpa gula diperbolehkan.
food_safety_general,Apakah makanan fermentasi seperti kimchi atau yogurt baik untuk diabetes,Ya! Makanan fermentasi kaya probiotik yang membantu kesehatan usus dan meningkatkan sensitivitas insulin. Pilih yang rendah gula dan sodium.
food_safety_general,Boleh makan malam untuk penderita diabetes,"Boleh, tapi pilih makanan ringan dan seimbang. Hindari karbohidrat sederhana di malam hari. Makan malam terlalu larut tidak dianjurkan."
food_safety_general,Apakah susu kedelai lebih baik dari susu sapi untuk diabetes,"Susu kedelai plain tanpa gula memiliki IG lebih rendah dari susu sapi dan bebas laktosa. Baik untuk diabetes, tapi tetap perhatikan kandungan gula tambahannya."
food_safety_general,Ubi jalar aman untuk penderita diabetes,"Ya, ubi jalar memiliki IG lebih rendah dari kentang biasa dan kaya serat serta vitamin. Tetap batasi porsi dan hindari diolah dengan tambahan gula."
community_feature,Fitur Ruang Berbagi di DiaBites itu apa,"Ruang Berbagi adalah fitur komunitas DiaBites di mana pengguna bisa berbagi pengalaman, tips konsumsi produk, dan saling mendukung sesama penyandang diabetes."
community_feature,Cara menggunakan fitur Ruang Berbagi,"Akses menu Ruang Berbagi di dashboard DiaBites. Anda bisa membaca postingan pengguna lain, berbagi pengalaman, dan berinteraksi dengan komunitas."
community_feature,Apakah Ruang Berbagi aman,Ruang Berbagi DiaBites adalah ruang yang aman dan supportif. Hindari berbagi informasi medis personal yang sensitif.
community_feature,Bisa berbagi hasil scan di komunitas,"Ya, Anda bisa berbagi hasil scan dan pengalaman menggunakan produk tertentu di fitur Ruang Berbagi untuk membantu sesama pengguna."
community_feature,Apakah Ruang Berbagi DiaBites moderasi kontennya,"Ya, konten di Ruang Berbagi dimoderasi untuk memastikan informasi yang dibagikan tidak menyesatkan dan lingkungan tetap positif."
community_feature,Bisa tidak saya bertanya kepada pengguna lain di Ruang Berbagi,"Ya! Anda bisa berinteraksi, bertanya, dan saling berbagi tips dengan pengguna lain di Ruang Berbagi DiaBites."
community_feature,Apakah ada ahli gizi di Ruang Berbagi DiaBites,"Ruang Berbagi adalah komunitas sesama pengguna. Untuk konsultasi dengan ahli gizi profesional, tetap diperlukan melalui jalur medis."
community_feature,Cara berbagi hasil scan di Ruang Berbagi,"Di halaman hasil scan, cari opsi Bagikan ke Komunitas atau Ruang Berbagi untuk membagikan pengalaman dengan produk tersebut."
community_feature,Apakah postingan di Ruang Berbagi bisa dihapus,"Ya, Anda bisa menghapus postingan sendiri di Ruang Berbagi kapan saja."
community_feature,Manfaat apa yang didapat dari ikut komunitas Ruang Berbagi,"Manfaat: mendapat rekomendasi produk dari sesama diabetesi, tips manajemen gizi, dukungan emosional, dan informasi pengalaman nyata pengguna lain."
community_feature,Apakah informasi di Ruang Berbagi terpercaya,Informasi di Ruang Berbagi adalah pengalaman sesama pengguna — bukan saran medis profesional. Selalu verifikasi informasi penting dengan tenaga kesehatan.
community_feature,Bisa tidak melaporkan konten yang tidak pantas di Ruang Berbagi,"Ya, gunakan fitur Laporkan yang tersedia pada setiap postingan jika menemukan konten yang tidak pantas atau menyesatkan."
community_feature,Apa manfaat bergabung di Ruang Berbagi DiaBites,"Manfaat Ruang Berbagi: berbagi tips produk aman, mendapat dukungan sesama diabetesi, mendapat rekomendasi produk dari pengguna lain, dan merasa tidak sendiri."
bmr_tdee_query,Apa itu BMR dan TDEE,BMR (Basal Metabolic Rate) adalah kalori untuk fungsi dasar tubuh saat istirahat. TDEE (Total Daily Energy Expenditure) adalah total kalori harian termasuk aktivitas.
bmr_tdee_query,Bagaimana DiaBites menghitung BMR saya,"DiaBites menggunakan rumus Harris-Benedict berdasarkan usia, jenis kelamin, berat badan, dan tinggi badan yang Anda isi di profil."
bmr_tdee_query,Kenapa BMR berbeda untuk pria dan wanita,"Pria umumnya memiliki massa otot lebih besar yang membutuhkan lebih banyak energi, sehingga BMR pria rata-rata lebih tinggi dari wanita."
bmr_tdee_query,TDEE saya berpengaruh ke rekomendasi DiaBites bagaimana,"DiaBites menggunakan TDEE Anda untuk menghitung persentase kalori setiap produk terhadap kebutuhan harian, sehingga rekomendasi lebih personal."
bmr_tdee_query,Rumus BMR yang digunakan DiaBites apa,DiaBites menggunakan rumus Harris-Benedict yang diperbarui (Mifflin-St Jeor) karena dianggap lebih akurat untuk populasi modern.
bmr_tdee_query,Faktor aktivitas apa saja yang tersedia untuk hitung TDEE,"Faktor aktivitas: Sedentary (×1.2), Ringan (×1.375), Sedang (×1.55), Aktif (×1.725), Sangat Aktif (×1.9). Masing-masing mencerminkan tingkat aktivitas harian."
bmr_tdee_query,Apakah BMR seseorang dengan diabetes berbeda dari orang normal,"BMR dasar dihitung sama, namun kebutuhan nutrisi spesifik disesuaikan dengan tipe diabetes dan kondisi metabolik."
bmr_tdee_query,Kenapa TDEE saya lebih tinggi dari teman dengan berat sama,"TDEE dipengaruhi berat, tinggi, usia, jenis kelamin, DAN tingkat aktivitas. Perbedaan aktivitas harian bisa menyebabkan TDEE berbeda meski berat sama."
bmr_tdee_query,Apakah TDEE berubah jika saya lebih sering olahraga,"Ya! Semakin aktif Anda berolahraga, TDEE meningkat. Perbarui tingkat aktivitas di profil DiaBites untuk rekomendasi yang tetap akurat."
bmr_tdee_query,Bagaimana cara mendapat estimasi TDEE yang paling akurat di DiaBites,"Isi semua data profil dengan akurat: berat badan terkini, tinggi badan, usia, jenis kelamin, dan pilih tingkat aktivitas yang paling sesuai dengan rutinitas harian Anda."
bmr_tdee_query,Apakah BMR menurun seiring bertambahnya usia,"Ya, BMR umumnya menurun sekitar 1–2% per dekade setelah usia 30 karena berkurangnya massa otot. Ini salah alasan mengapa berat badan cenderung naik seiring usia."
bmr_tdee_query,Apakah BMR berubah jika berat badan berubah,"Ya, BMR berubah seiring perubahan berat badan. Perbarui profil DiaBites secara berkala agar rekomendasi tetap akurat."
diabetes_general,Apa itu diabetes tipe 1,Diabetes tipe 1 adalah kondisi autoimun di mana pankreas tidak dapat memproduksi insulin. Membutuhkan pemberian insulin dari luar (suntik/pompa) seumur hidup.
diabetes_general,Apa itu diabetes tipe 2,"Diabetes tipe 2 adalah kondisi di mana tubuh tidak menggunakan insulin secara efektif (resistensi insulin). Terkait erat dengan pola makan, berat badan, dan gaya hidup."
diabetes_general,Apa itu diabetes gestasional,"Diabetes gestasional adalah diabetes yang berkembang selama kehamilan, umumnya di trimester kedua atau ketiga, dan biasanya membaik setelah melahirkan."
diabetes_general,Apa bedanya diabetes tipe 1 dan tipe 2 dalam hal makan,Tipe 1 fokus pada penghitungan karbohidrat untuk penyesuaian insulin. Tipe 2 fokus pada pemilihan makanan IG rendah dan kontrol porsi untuk mengelola resistensi insulin.
diabetes_general,Apakah diabetes bisa disembuhkan,"Diabetes tipe 1 belum bisa disembuhkan, hanya dikelola. Diabetes tipe 2 bisa mengalami remisi dengan perubahan gaya hidup signifikan tapi tidak hilang sepenuhnya."
diabetes_general,Apa saja gejala diabetes yang perlu diwaspadai,"Gejala umum: sering haus, sering buang air kecil, luka lambat sembuh, penglihatan kabur, dan mudah lelah. Segera konsultasikan ke dokter jika mengalami ini."
diabetes_general,Bisakah diabetes dicegah,"Diabetes tipe 2 bisa dicegah dengan: pola makan sehat, batasi gula dan lemak jenuh, aktif bergerak, dan jaga berat badan ideal. DiaBites membantu Anda memilih produk lebih bijak."
diabetes_general,Apakah diabetes bisa dicegah sepenuhnya,Diabetes tipe 2 bisa dicegah dengan gaya hidup sehat. Diabetes tipe 1 tidak bisa dicegah karena bersifat autoimun.
diabetes_general,Apa komplikasi diabetes yang paling umum,"Komplikasi umum: neuropati (kerusakan saraf), nefropati (penyakit ginjal), retinopati (kerusakan mata), dan penyakit kardiovaskular. Kontrol gula yang baik mencegah komplikasi ini."
diabetes_general,Berapa persen penduduk Indonesia yang terkena diabetes,Indonesia termasuk 10 negara dengan jumlah penderita diabetes terbanyak di dunia. Diperkirakan lebih dari 19 juta orang dewasa di Indonesia menderita diabetes.
diabetes_general,Apa itu HbA1c dan kenapa penting untuk diabetes,HbA1c mengukur rata-rata gula darah selama 2–3 bulan terakhir. Target HbA1c untuk diabetes adalah di bawah 7%. Diperiksa setiap 3 bulan oleh dokter.
diabetes_general,Apakah diabetes tipe 2 bisa dialami anak muda,"Ya, kasus diabetes tipe 2 pada anak muda dan remaja meningkat akibat pola makan tinggi gula dan kurang aktivitas fisik."
diabetes_general,Apa peran pankreas dalam diabetes,"Pankreas memproduksi insulin. Pada tipe 1, pankreas tidak bisa produksi insulin. Pada tipe 2, pankreas masih bisa tapi tubuh tidak merespons insulin dengan baik."
diabetes_general,Apakah stres mempengaruhi gula darah,Ya! Stres meningkatkan hormon kortisol yang bisa menaikkan gula darah. Manajemen stres adalah bagian penting dari manajemen diabetes.
diabetes_general,Berapa sering harus cek gula darah untuk penderita diabetes,"Frekuensi cek gula darah tergantung tipe diabetes dan instruksi dokter. Tipe 1 biasanya lebih sering (4x/hari), tipe 2 bisa lebih jarang."
diabetes_general,Kenapa diabetes tipe 2 semakin banyak di Indonesia,"Perubahan pola makan ke makanan kemasan tinggi gula dan sodium, gaya hidup kurang aktif, dan kenaikan prevalensi obesitas menjadi faktor utama meningkatnya diabetes tipe 2 di Indonesia."
product_scan_followup,Kenapa produk ini Not Recommended,"Produk mendapat Not Recommended karena dua atau lebih komponen gizi (gula, karbohidrat, kalori, sodium, atau lemak) melebihi batas aman untuk profil diabetes Anda."
product_scan_followup,Apa yang harus dilakukan jika produk Not Recommended,"Cari alternatif produk serupa dengan kandungan lebih rendah, atau konsumsi dalam porsi sangat kecil. Gunakan fitur Ruang Berbagi untuk mendapat rekomendasi produk alternatif dari komunitas."
product_scan_followup,Kenapa produk ini Caution,Caution berarti satu komponen gizi mendekati atau sedikit melebihi batas aman Anda. Perhatikan porsi konsumsi dan pertimbangkan asupan nutrisi dari makanan lain hari itu.
product_scan_followup,Produk dengan hasil Recommended berarti bebas dimakan sebanyak apapun,"Tidak! Recommended berarti kandungan gizi dalam satu sajian masih aman, tapi tetap perhatikan porsi dan total asupan harian Anda."
product_scan_followup,Bagaimana jika semua produk yang dicari selalu Not Recommended,"Coba cari produk serupa dari brand lain, pilih versi 'diet' atau 'rendah gula', atau konsumsi makanan segar yang tidak memerlukan label — seperti buah dan sayuran."
product_scan_followup,Kenapa minuman kemasan sering Not Recommended untuk diabetes,Minuman kemasan umumnya mengandung gula sangat tinggi — beberapa mengandung 20–50g gula per botol yang melebihi batas harian penderita diabetes.
product_scan_followup,Apakah versi 'diet' atau 'sugar free' suatu produk pasti Recommended,Tidak selalu. Produk diet mungkin rendah gula tapi masih tinggi sodium atau lemak. Tetap scan dengan DiaBites untuk evaluasi lengkap.
product_scan_followup,Kenapa produk yang sama bisa Not Recommended pagi hari tapi Caution sore hari,Mungkin karena jumlah konsumsi yang diatur berbeda. DiaBites menghitung berdasarkan porsi yang Anda input — ubah jumlah konsumsi untuk melihat perbedaannya.
product_scan_followup,Apa yang dimaksud komponen gizi melebihi batas aman,"Setiap komponen (gula, karbohidrat, kalori, sodium, lemak) dibandingkan dengan batas aman yang dihitung dari profil dan TDEE Anda. Melebihi batas berarti nilainya terlalu tinggi."
product_scan_followup,Cara DiaBites menentukan rekomendasi,"DiaBites mengevaluasi 5 komponen (Gula, Karbohidrat, Kalori, Sodium, Lemak) terhadap batas aman yang dihitung dari TDEE dan profil tipe diabetes Anda."
disclaimer,Apakah saran DiaBites menggantikan dokter,"Tidak. DiaBites adalah alat bantu keputusan konsumsi berbasis panduan gizi, bukan pengganti konsultasi dengan dokter atau ahli gizi."
disclaimer,Apakah rekomendasi DiaBites valid secara medis,"Rekomendasi DiaBites berbasis panduan ADA dan WHO, namun bersifat decision support. Selalu konsultasikan kondisi diabetes Anda dengan tenaga kesehatan profesional."
disclaimer,DiaBites bisa mendiagnosis diabetes tidak,"Tidak. DiaBites hanya membantu evaluasi produk konsumsi. Untuk diagnosis diabetes, Anda perlu pemeriksaan medis oleh dokter."
disclaimer,Saya boleh tidak ikuti saran DiaBites tanpa konsultasi dokter,"DiaBites memberikan panduan berbasis bukti ilmiah, namun setiap kondisi diabetes berbeda. Tetap disarankan konsultasi dengan dokter atau ahli gizi untuk rencana makan personal."
disclaimer,Apakah DiaBites bisa dipakai sebagai pengganti cek gula darah,Tidak! DiaBites hanya membantu evaluasi produk konsumsi. Pemantauan gula darah dengan glukometer tetap diperlukan dan tidak bisa digantikan.
disclaimer,Apakah rekomendasi DiaBites berlaku untuk semua kondisi medis,"Tidak. Jika Anda memiliki kondisi medis lain selain diabetes (seperti penyakit ginjal atau jantung), kebutuhan nutrisi Anda mungkin berbeda. Konsultasikan dengan dokter."
disclaimer,Kenapa DiaBites tidak bisa memberikan saran medis langsung,"DiaBites adalah aplikasi teknologi berbasis panduan gizi, bukan platform medis. Saran medis personal harus diberikan oleh tenaga kesehatan berlisensi."
disclaimer,Apakah DiaBites menjamin produk Recommended 100 persen aman,"DiaBites memberikan rekomendasi berdasarkan panduan gizi dan profil Anda, namun setiap kondisi diabetes berbeda. Tetap konsultasikan pola makan Anda dengan dokter."
out_of_scope,Siapa presiden Indonesia,"Maaf, saya hanya bisa membantu seputar nutrisi dan diabetes. Untuk informasi lain, silakan gunakan mesin pencari."
out_of_scope,Tolong buatkan puisi,"Maaf, saya DiaBites Assistant yang khusus membantu seputar gizi dan diabetes. Ada pertanyaan terkait nutrisi atau cara menggunakan DiaBites?"
out_of_scope,Rekomendasi film bagus,"Maaf, saya hanya bisa membantu seputar gizi, diabetes, dan fitur DiaBites. Ada yang bisa saya bantu?"
out_of_scope,Cara masak rendang,"Maaf, saya tidak memberikan resep masakan. Saya bisa membantu mengevaluasi kandungan gizi makanan kemasan untuk diabetes."
out_of_scope,Berapa harga produk ini,DiaBites tidak menyediakan informasi harga produk. Saya hanya bisa membantu mengevaluasi kandungan gizinya.
out_of_scope,Tolong carikan toko yang jual produk ini,"Maaf, DiaBites hanya membantu evaluasi gizi produk kemasan untuk diabetes, bukan mencari informasi pembelian."
out_of_scope,Berita hari ini apa,"Maaf, saya hanya bisa membantu seputar nutrisi dan diabetes. Silakan cek berita di aplikasi berita Anda."
out_of_scope,Cuaca hari ini bagaimana,"Maaf, saya DiaBites Assistant yang khusus membantu seputar gizi dan diabetes. Ada pertanyaan terkait nutrisi?"
out_of_scope,Tolong terjemahkan tulisan ini,"Maaf, saya tidak memiliki kemampuan terjemahan. Saya bisa membantu Anda seputar gizi dan diabetes."
out_of_scope,Apa hobi yang menyenangkan untuk dilakukan,"Maaf, saya hanya bisa membantu seputar gizi dan diabetes. Ada pertanyaan tentang nutrisi atau fitur DiaBites?"
out_of_scope,Tolong rekomendasikan restoran untuk penderita diabetes,"Maaf, saya tidak menyediakan rekomendasi restoran. Tapi saya bisa membantu Anda memilih makanan kemasan yang aman untuk diabetes!"
out_of_scope,Berapa harga insulin di apotek,"Maaf, saya tidak memiliki informasi harga obat. Untuk informasi harga insulin, silakan hubungi/datangi apotek terdekat atau dokter."
out_of_scope,Bisa tidak bantu carikan resep masakan untuk diabetes,Saya tidak menyediakan resep masakan. Tapi saya bisa membantu Anda mengevaluasi kandungan gizi bahan makanan kemasan!
out_of_scope,Tolong rekomendasikan dokter spesialis diabetes,"Untuk rekomendasi dokter, konsultasikan dengan BPJS atau cari di platform kesehatan seperti Alodokter atau Halodoc."
out_of_scope,Apakah DiaBites bisa pesan makanan sehat untuk saya,"DiaBites adalah alat evaluasi label gizi, bukan platform pemesanan makanan. Untuk pesan makanan sehat, gunakan aplikasi food delivery."
out_of_scope,Tolong buatkan jadwal makan untuk saya,Pembuatan jadwal makan personal sebaiknya dilakukan bersama ahli gizi. Saya bisa membantu menjelaskan prinsip-prinsip gizi untuk diabetes secara umum.
out_of_scope,Berapa berat badan ideal untuk penderita diabetes,"Berat badan ideal dihitung berdasarkan BMI. Untuk panduan berat badan ideal personal Anda, konsultasikan dengan dokter atau ahli gizi."
out_of_scope,Apakah ada aplikasi lain seperti DiaBites,Saya hanya bisa berbicara tentang DiaBites. Silakan cari informasi aplikasi lain melalui mesin pencari Google.
out_of_scope,Tolong carikan artikel tentang diabetes,"Untuk artikel kesehatan, saya sarankan mengunjungi situs terpercaya seperti Kemenkes RI, PDUI, atau jurnal kesehatan terakreditasi."
out_of_scope,Apa nama obat untuk diabetes tipe 2,Informasi obat diabetes harus diberikan oleh dokter atau apoteker. Saya tidak bisa merekomendasikan obat secara spesifik.
out_of_scope,Tolong bantu saya bikin laporan kerja,"Maaf, saya hanya bisa membantu seputar nutrisi, diabetes, dan fitur DiaBites. Untuk laporan kerja, gunakan tools yang sesuai."
out_of_scope,Cara beli produk yang direkomendasikan DiaBites dimana?,"DiaBites hanya memberikan informasi nutrisi, bukan layanan belanja. Untuk pembelian, cari di supermarket atau toko online terdekat."
out_of_scope,Berapa harga cek gula darah di rumah sakit?,"Untuk informasi biaya medis, silakan hubungi langsung rumah sakit atau klinik terdekat. DiaBites hanya membantu evaluasi nutrisi produk kemasan."
out_of_scope,Tolong rekomendasikan dokter endokrinologi di kota saya,"Untuk rekomendasi dokter spesialis, silakan cari di aplikasi Halodoc, Alodokter, atau hubungi RS terdekat. DiaBites hanya membantu evaluasi gizi."
out_of_scope,Berapa harga insulin di apotik?,"Untuk informasi harga obat, silakan cek langsung di apotek atau aplikasi farmasi online. DiaBites fokus pada evaluasi kandungan gizi produk kemasan."
out_of_scope,Apakah DiaBites bisa mendeteksi diabetes dari gejala yang saya ceritakan?,"Tidak, DiaBites tidak bisa mendiagnosis diabetes. Untuk diagnosis, silakan temui dokter dan lakukan pemeriksaan gula darah di fasilitas kesehatan."
out_of_scope,Apakah DiaBites bisa kasih resep masakan sehat untuk diabetes?,"DiaBites fokus pada analisis label gizi produk kemasan. Untuk resep masakan sehat diabetes, cari di sumber kuliner terpercaya atau konsultasikan dengan ahli gizi."
out_of_scope,Tolong hubungkan saya dengan komunitas diabetes di luar DiaBites,"Untuk komunitas diabetes di luar DiaBites, cek Persadia (Persatuan Diabetes Indonesia) atau grup diabetes di media sosial. DiaBites punya Ruang Berbagi sendiri untuk komunitas."
out_of_scope,Apakah DiaBites bisa integrasi dengan smartwatch untuk cek gula darah?,"DiaBites saat ini fokus pada analisis label gizi kemasan, belum terintegrasi dengan perangkat monitoring gula darah. Pantau perkembangan fitur DiaBites ke depannya."
out_of_scope,Tolong berikan saya jadwal makan harian yang lengkap,"Untuk jadwal makan personal yang tepat, konsultasikan dengan ahli gizi atau dietisien. DiaBites bisa membantu evaluasi produk kemasan yang masuk dalam jadwal makan tersebut."
history_feature,Riwayat scan itu ada dimana di DiaBites?,Riwayat Scan ada di menu History (ikon jam) di navbar bawah DiaBites. Di sana Anda bisa melihat semua produk yang pernah dianalisis lengkap dengan kalori dan kandungan gula.
history_feature,Cara cari produk di riwayat scan,"Di halaman History, ada kolom pencarian 'Cari produk...' di bagian atas. Ketik nama produk yang ingin dicari dan hasilnya akan muncul secara otomatis."
history_feature,Riwayat scan saya kosong kenapa?,Riwayat scan masih kosong karena belum ada produk yang pernah di-scan. Coba scan label gizi produk pertama Anda menggunakan tombol kamera di tengah navbar.
history_feature,Apakah riwayat scan tersimpan permanen?,"Riwayat scan tersimpan di akun DiaBites Anda. Selama Anda login dengan akun yang sama, riwayat tetap tersedia."
history_feature,Bisa tidak filter riwayat scan berdasarkan hasilnya?,"Ya! Di halaman History ada ikon filter di sebelah kolom pencarian. Anda bisa filter berdasarkan kategori Recommended, Caution, atau Not Recommended."
history_feature,Cara lihat detail produk yang pernah discan,"Tap pada produk di halaman History untuk melihat detail lengkap termasuk nilai gizi, hasil rekomendasi, dan alasannya."
history_feature,Riwayat scan bisa dihapus tidak?,"Untuk informasi mengenai penghapusan riwayat, Anda bisa cek di menu Profile > Pengaturan Akun di DiaBites."
history_feature,Di history ada tulisan Not Recommended merah itu apa?,Badge merah 'Not Recommended' di History menandakan produk tersebut tidak direkomendasikan berdasarkan profil diabetes Anda saat scan dilakukan.
history_feature,History bisa dipakai untuk bandingkan produk yang pernah discan?,Ya! Anda bisa lihat semua riwayat scan dan membandingkan hasil rekomendasi antar produk untuk membantu keputusan konsumsi ke depannya.
history_feature,Informasi apa saja yang muncul di daftar riwayat scan?,"Di daftar History, setiap produk menampilkan: nama produk, tanggal dan waktu scan, kalori per sajian, kandungan gula, dan badge hasil rekomendasi."
history_feature,Kenapa ada produk yang beda hasil padahal discan dua kali?,Hasil bisa berbeda jika porsi yang diinput berbeda atau jika Anda mengubah data profil di antara dua scan tersebut.
history_feature,Saya scan produk tapi tidak muncul di history kenapa?,"Pastikan Anda sudah login ke akun DiaBites. Jika scan dilakukan tanpa login, riwayat mungkin tidak tersimpan."
history_feature,Tanggal di history itu tanggal scan atau tanggal konsumsi?,"Tanggal di History adalah tanggal scan dilakukan, bukan tanggal konsumsi. Jadi pastikan scan dilakukan mendekati waktu konsumsi untuk data yang relevan."
history_feature,Bisa lihat history scan minggu lalu?,"Ya, semua riwayat scan tersimpan di History dengan informasi tanggal dan waktu. Scroll ke bawah untuk melihat scan yang lebih lama."
history_feature,Apakah history scan bisa diexport atau disimpan?,"Untuk fitur export data, silakan cek pembaruan terbaru di aplikasi DiaBites. Fitur ini mungkin tersedia atau akan ditambahkan ke depannya."
history_feature,Di history ada produk yang tidak saya kenal padahal saya tidak scan?,"Pastikan hanya Anda yang menggunakan akun DiaBites Anda. Jika ada aktivitas mencurigakan, segera ganti password melalui Profile > Ganti Password."
history_feature,Riwayat scan saya sudah ratusan bisa dicari tidak?,Ya! Gunakan fitur pencarian di halaman History. Ketik nama atau sebagian nama produk untuk menemukan dengan cepat.
history_feature,Di history muncul 'Hari ini 14:30' itu artinya apa?,Itu adalah informasi waktu scan. 'Hari ini 14:30' berarti produk tersebut di-scan hari ini pukul 14.30. Membantu Anda mengingat kapan mengonsumsi produk tersebut.
history_feature,Bisa scan produk yang sama berkali-kali?,Bisa! Setiap scan akan tersimpan terpisah di History dengan waktu berbeda. Berguna jika Anda mengonsumsi produk yang sama pada kesempatan berbeda.
history_feature,History scan bisa dilihat tanpa internet?,"Untuk melihat riwayat scan, umumnya dibutuhkan koneksi internet karena data tersimpan di server DiaBites."
daily_wellness_feature,Target kalori harian di DiaBites itu dari mana?,"Target kalori harian dihitung otomatis dari profil Anda - tinggi, berat, usia, jenis kelamin, dan tingkat aktivitas fisik menggunakan pendekatan BMR/TDEE."
daily_wellness_feature,Di beranda ada angka 1850 kcal itu artinya apa?,Angka tersebut adalah Target Kalori Harian (TDEE) Anda - total energi yang dibutuhkan tubuh per hari berdasarkan profil kesehatan yang sudah Anda isi.
daily_wellness_feature,45 persen terpenuhi di target kalori itu maksudnya apa?,Persentase tersebut menunjukkan berapa persen dari target kalori harian Anda yang sudah terpenuhi dari produk-produk yang sudah di-scan hari ini.
daily_wellness_feature,Target kalori saya berubah tiba-tiba kenapa?,"Target kalori berubah jika data profil Anda diperbarui (berat badan, tingkat aktivitas, dll). Cek di Profile > Edit Data Kesehatan."
daily_wellness_feature,Bagaimana cara target kalori harian dihitung?,DiaBites menghitung Target Kalori menggunakan rumus BMR (Mifflin-St Jeor) dikalikan dengan faktor aktivitas fisik Anda untuk mendapatkan TDEE.
daily_wellness_feature,Gula 15g dan Karbo 35g di beranda itu apa?,Itu adalah akumulasi gula dan karbohidrat dari semua produk yang sudah Anda scan hari ini. Membantu Anda memantau total asupan harian.
daily_wellness_feature,Target Stabil di widget kalori itu artinya apa?,'Target: Stabil' menunjukkan kondisi pengelolaan gula darah Anda saat ini berdasarkan profil - dalam kondisi stabil dan terkontrol.
daily_wellness_feature,Sisa 1020 kcal di widget kalori itu apa?,Sisa kalori adalah selisih antara target kalori harian Anda dengan kalori yang sudah dikonsumsi hari ini berdasarkan scan. Itu adalah 'ruang' kalori yang masih tersedia.
daily_wellness_feature,Widget Daily Wellness tidak muncul di beranda kenapa?,"Pastikan profil Anda sudah diisi lengkap - terutama tinggi, berat, usia, dan tingkat aktivitas. Widget Daily Wellness baru muncul setelah profil lengkap."
